date,AEGS.NS,ARTI.NS,ASHT.NS,BOB.NS,BRIT.NS,CEMI.NS,CHPC.NS,GENS.NS,GICH.NS,HEGL.NS,HLVL.NS,IMCL.NS,JAAO.NS,JKIN.NS,KAMT.NS,MDRD.BO,NALU.NS,OSGL.NS,SEAM.NS,TAJG.NS,TANE.BO,THOM.NS,TVEL.NS,VENK.NS,VSTI.NS,WHEL.NS,WIPR.NS,WRRN.BO,WSTC.NS,XPRO.NS
2005-01-03,933047346.399996,4429239960.0,7501232377.8,72039736605.0,22266826424.15,1221659977.2,34703765600.0,286937031.6,257805651.5620762,3966549854.4,9488435428.8,2993123450.0,534599999.999998,2904972282.3,557553914.999999,78865430.9999999,31729330145.61138,2555251132.05,2845905000.0,3876206420.9,381409875.0,6612083182.19998,1306021250.2,850405486.35,3738488832.0,2961326672.2,528942803368.847,1152402924.0,2033557666.0,415593750.0
2005-01-04,1026188675.2,4340655160.8,7687081424.4,72494292239.9998,22345663962.05,1197014875.85,35552741840.0,286937031.6,934315995.099996,3938332528.2,9428076424.79997,2938119650.0,520499999.999999,3062301535.5,539828212.5,77902589.9999999,130472699670.0,2645134337.7,2834040000.0,3777765073.75,369227250.0,6713437346.55,1382898008.5,831152794.499996,3885187072.0,2949976811.6,525713047086.246,1240678914.0,1931186880.0,416601250.0
2005-01-05,990239390.399997,4153170894.0,7545699327.6,66907656855.0,21853526604.25,1111102513.2,34577163880.0,941159744.3472614,892581418.949998,3779106187.5,9056868550.19998,2768524600.0,524999999.999997,2893734478.5,518879654.999996,76852217.9999998,117554291628.6,2414006094.6,2650980000.0,3762089700.0,332679375.0,6615729015.44998,1277744741.4,809552213.399999,3692935168.0,2866086537.6,495837801472.2,1181293248.0,1806464394.0,393932500.0
2005-01-06,937949521.599997,3953551723.2,7525176119.99997,64385606234.9998,21675544889.9,1105113983.9,34323960440.0,275393587.8,849500566.149998,1159770957.3318012,8936150542.2,2708937150.0,516900000.0,2916210086.1,497931097.499996,77902589.9999999,114429389932.8,2336963346.9,2540805000.0,3765851789.7,311125500.0,6544999850.39999,1252119155.3,802508545.65,3690618880.0,2813285012.2,484042169831.398,1213928614.0,1796629646.0,390406250.0
2005-01-07,932230317.199999,3998450868.0,7411158300.0,64898814209.9996,21473673012.55,1146803360.95,34264383160.0,273194836.6,873733545.849996,3783137234.1,8933132591.99998,2731855400.0,521999999.999996,2933066791.8,496319669.999998,73613571.0,115879086595.8,2336963346.9,2574705000.0,3854260897.65,342050625.0,6534791517.29997,1269791973.3,799691078.549999,3860480000.0,2733342515.8,491098485187.95,1208043548.0,1903917806.0,380331250.0
2005-01-10,989422361.2,3889843477.2,7547979683.99998,63109917839.9998,21548927026.0,1121236947.4,34137781440.0,276492963.4,2374581311.9199433,3762982001.1,9014617247.4,2727271750.0,516299999.999997,2923701955.3,535531072.499999,78777899.9999999,115170346005.0,2593772505.9,2571315000.0,4060548816.2,375787125.0,6554479016.84998,1264490127.9,802978123.499997,3860480000.0,2761470431.2,1162627589562.1936,1210718578.0,1861896610.0,385368750.0
2005-01-11,951839017.999999,3869820885.6,7639193939.99997,59942691480.0,21393640966.5,1103962343.65,34145228600.0,269896709.8,871040992.55,3676314499.2,8981419795.19999,2626431450.0,521699999.999999,2846910296.0,504376807.5,73876163.9999998,111111195348.6,2491048842.3,2437410000.0,4135790610.2,380472750.0,6410833186.79996,1226493569.2,805795590.599999,3696023552.0,2679060573.8,472808234935.4,1162033032.0,1817640244.0,379827500.0
2005-01-12,958375251.599997,3721168311.6,7620951088.8,56848780544.9997,21339888099.75,1060890998.3,33340935320.0,239114193.0,822575033.149997,3579569380.8,8749037629.79996,2452252750.0,506699999.999998,2755134898.3,468388259.999999,71337764.9999997,109532636760.0,2259920599.2,2217060000.0,4043619412.55,342987750.0,6199374858.29998,1164638706.2,771985985.399997,3597967360.0,2634648075.8,461188133527.346,1103717378.0,1765337266.0,367737500.0
2005-01-13,978800981.599996,3820674524.4,7752071581.8,61086412110.0,21225215317.35,1091294300.9,33713293320.0,267697958.6,844115459.549996,3781121710.8,8824486384.8,2621847800.0,295003846.1966313,2897480413.1,484502534.999998,73788632.9999998,110660178609.0,2336963346.9,2305200000.0,4096288668.35,347673375.0,6257708190.3,1223842646.5,774803452.499996,3707604992.0,2667217241.0,470069963304.5,1131537690.0,1808252530.0,372271250.0
2005-01-14,980435040.0,3725415528.0,7728127839.59997,60719834984.9998,21050817127.45,1060890998.3,34390984880.0,264399831.8,846808012.849999,3698485255.5,8510619564.0,2562260350.0,520799999.999997,2813196884.6,484502534.999999,68099117.9999998,107760785283.0,2259920599.2,2245875000.0,4117607176.65,333616500.0,6255520690.34998,1193798855.9,775273030.349998,3721502720.0,2689423490.0,468384873070.096,1135282732.0,1799758884.0,373278750.0
2005-01-17,991056419.599997,3577369699.2,7752071581.8,62406089759.9997,20891947543.5,1053750828.75,33452642720.0,257253890.4,831998969.699997,3676314499.2,8670570924.59999,2553093050.0,511199999.999996,2693326977.4,453348269.999999,69674675.9999999,106536596989.8,2105835103.8,2225535000.0,4025435979.0,323308125.0,6133020693.14999,1159336860.8,756020338.499997,3628851200.0,2633661131.4,473475249819.846,1070012000.0,1766231334.0,356151250.0
2005-01-18,948570901.199998,3755752788.0,7853547441.59998,61834229444.9999,21373334327.95,1059509030.0,34733554240.0,256154514.8,834691522.999998,3700500778.8,9162496807.19997,2543925750.0,510899999.999999,2695199944.7,466239689.999997,35880332.88773835,105151331289.6,2157196935.6,2245875000.0,4093780608.55,338302125.0,6055729028.24999,1175242397.0,770107673.999996,3706060800.0,2651426130.6,479197535407.5,1094087270.0,1770701674.0,365722500.0
2005-01-19,944485755.199999,3804899149.2,7990368825.59996,60382584029.9997,20911059673.9,1073789369.1,34167570080.0,253955763.6,833345246.35,3722671535.1,9084030101.99997,2534758450.0,511199999.999998,2700818846.6,467313975.0,66611090.9999996,106407735064.2,2144356477.65,2254350000.0,4061802846.1,328930875.0,6119895693.45,1166405988.0,762594428.399999,3812610048.0,2606026688.2,482286867503.9,1065196946.0,1726445308.0,367737500.0
2005-01-20,881574506.8,3761820240.0,7912836707.99998,59209537230.0,20332917729.3,1075401665.45,33795212080.0,251207324.6,833345246.349999,3724687058.4,9002545446.59997,2571427650.0,509700000.0,2646502794.9,470536829.999999,63284912.9999997,106117795731.6,2080154187.9,2134005000.0,4025435979.0,316748250.0,6118437360.14998,1149616810.9,757429072.049998,4037289984.0,2579379189.4,473510355866.398,1045401724.0,1736280056.0,367233750.0
2005-01-24,857063630.799999,3783056322.0,7818201917.4,56731475864.9999,21092624912.7,1076322977.65,32097259600.0,250107949.0,842769182.899996,3652128219.6,9394878972.59996,2539342100.0,504599999.999997,2612789383.5,458719694.999998,59083424.9999998,107889647208.6,1964590066.35,2203500000.0,4037976278.0,310188375.0,6138124859.69997,1118689379.4,735828490.949999,3831140352.0,2615896132.2,454482878636.298,1028281532.0,1715269458.0,358670000.0
2005-01-25,884842623.6,3864966924.0,7867229579.99999,56379561824.9997,20773691236.65,4925299568.234008,31829161840.0,246809822.2,841422906.249996,3627941940.0,9470327727.59996,12007825980.017727,504300000.0,2498538378.2,458719694.999998,62847257.9999997,111304488237.0,2028792356.1,2281470000.0,4093153593.6,336427875.0,6088541527.49998,1131943992.9,749915826.449998,3644293120.0,2593196411.0,461293451666.998,1085527174.0,1733597852.0,364715000.0
2005-01-26,884842623.6,3864966924.0,7867229579.99999,56379561824.9997,20773691236.65,1089451676.5,31829161840.0,246809822.2,841422906.249996,3627941940.0,9470327727.59996,2511840200.0,504300000.0,9131398220.762604,458719694.999998,62847257.9999997,111304488237.0,2028792356.1,2281470000.0,4093153593.6,336427875.0,6088541527.49998,1131943992.9,749915826.449998,3644293120.0,2593196411.0,461293451666.998,1085527174.0,1733597852.0,364715000.0
2005-01-27,866050951.999998,3824314995.6,7983527756.39997,55763712254.9997,20557485261.5,1100968079.0,30607827600.0,252856388.0,841422906.249996,3654143742.9,40392940829.8702,2525591150.0,566700000.0,2485427607.1,477519682.499996,65035533.0,111401134681.2,2105835103.8,2730645000.0,4058667771.35,369227250.0,6178229025.44998,1106318406.8,758837805.599999,3783270400.0,2601091966.2,473580567959.497,1081247126.0,1716610560.0,372775000.0
2005-01-28,865233922.799997,3897731164.8,7854687619.8,58373741384.9998,20797581399.65,1083463147.2,30764217960.0,255604827.0,849500566.15,3678330022.5,9621225237.6,2539342100.0,668099999.999998,2554727397.2,481279679.999997,68274179.9999999,112721969418.6,2131516019.7,2635725000.0,4125131356.05,405775125.0,6279583189.79997,1130176711.1,761185694.849998,3661279232.0,2572964050.8,491449545653.45,1069476994.0,1753714382.0,376805000.0
2005-01-31,924877054.4,4092496374.0,7797678709.79998,60133311584.9996,20948089426.55,1112023825.4,32268544280.0,247909197.8,934315995.099996,3702516302.1,9898876655.99999,2598929550.0,677099999.999997,2500411345.5,476445397.5,66348498.0,114042804156.0,2170037393.55,2645895000.0,4329538229.75,410460750.0,6620833181.99999,1136362197.4,1831349407.7373908,3829596160.0,2638102381.2,494679301936.048,1030956562.0,1705434710.0,384361250.0
2005-02-01,902817265.999998,4295149270.8,7766893898.39997,61145064449.9999,21501146700.0,1109029560.75,32514300560.0,244061383.2,945086208.299997,3984689564.1,10749938612.4,2676851600.0,668699999.999998,2526632887.7,570445334.999999,64422816.0,117232136814.6,2247080141.25,2656065000.0,4545858387.49999,410460750.0,6730208179.49996,1133711274.7,753672449.249998,3668228096.0,647202139.9417921,487974047044.998,1037911640.0,1683530044.0,383353750.0
2005-02-02,947753871.999998,4298182996.8,7867229580.0,62450079014.9997,21501146700.0,1148415657.3,32521747720.0,251757012.4,985474507.799996,3928254911.7,10710705259.8,2708937150.0,643799999.999997,2515395083.9,534456787.499998,63722567.9999999,116555611705.2,2696496169.5,2618775000.0,4629251375.84997,438574500.0,6851979010.04998,1152267733.6,748976670.749996,3578664960.0,2670178074.2,481409216340.146,1019186430.0,1681294874.0,381338750.0
2005-02-03,954290105.599997,4368565440.0,7760052829.19996,63256548690.0,21560872107.5,1144960736.55,33147309160.0,250107949.0,1098561746.4,3954456714.6,10758992463.0,2699769850.0,654899999.999999,2545362560.7,537679642.499997,62847258.0,117940877405.4,3235795403.4,2637420000.0,4640537644.95,455442749.999997,6994166506.79997,1161104142.6,765411895.499999,3706060800.0,2800948207.2,487745835556.348,1044866718.0,1696494030.0,381842500.0
2005-02-04,970630689.599996,4352183319.59999,7852407263.39998,61951534124.9999,21501146700.0,1189183722.15,32767504000.0,246260134.4,1058173446.9,4027015553.4,10611112903.2,2667684300.0,650999999.999997,2637137958.4,550571062.499996,63547505.9999996,116523396223.8,3569647310.1,2805225000.0,4549620477.2,1111466402.540294,6941666507.99996,1150500451.8,763064006.249996,3644293120.0,2840425983.2,494351715326.146,1022931472.0,1741197430.0,380331250.0
2005-02-07,961643368.399998,4509937071.59998,7967565261.59999,61365010724.9998,21501146700.0,1187341097.75,33772870600.0,246809822.2,1116063342.85,4071357066.0,10571879550.6,2699769850.0,749399999.999997,2738278192.6,535531072.5,62672195.9999999,114042804156.0,3274316777.25,2723865000.0,4454314204.8,494802000.0,6905208175.49999,1130176711.1,802038967.799997,3636572160.0,2831543483.6,483177939970.85,1050751784.0,1743432600.0,386880000.0
2005-02-08,964094455.999998,4427419724.4,7899154569.6,60353257860.0,21505924732.6,1222581289.4,34033521200.0,256704202.6,1208956431.7,4240661023.2,10366658937.0,2658517000.0,866999999.999999,2820688753.8,517268227.499999,65823311.9999998,115621362744.6,3466923646.5,2489955000.0,4397255844.34999,543532499.999996,6905937342.14997,1137245838.3,803917279.2,3600283648.0,2807363345.8,486551155172.448,1059311880.0,1759525824.0,390406250.0
2005-02-09,932230317.199996,4647061486.79996,8064480408.59998,61570293914.9997,21349444164.95,1230873099.2,33698399000.0,263300456.2,1183377175.35,18695275959.245747,9989415161.99999,2686018900.0,923400000.0,3255217167.4,527473935.0,72300605.9999998,115395854374.8,3723732805.5,2523855000.0,4514507639.99999,597885749.999996,6829374843.89998,1147849529.1,818474192.549996,3644293120.0,2727420849.4,485742989030.399,1094622276.0,1788136000.0,391413750.0
2005-02-10,902817265.999999,4878231407.99996,7804519778.99997,61145064449.9997,5859768938.346717,1252063279.8,32894105720.0,264399831.8,1160490472.3,4585315507.49999,9844553552.39999,2796026500.0,2326625672.2643685,3191536279.2,515656800.0,70112330.9999999,116072379484.2,3441242730.6,2505210000.0,4485037937.34999,656924624.999996,6781979011.64999,1168173269.8,805795590.599999,3644293120.0,2695838628.6,481138469077.498,1057171856.0,1793500408.0,385368750.0
2005-02-11,992690477.999997,4799961277.19999,7685941246.2,61233042959.9999,21501146700.0,1252754263.95,32387698840.0,267697958.6,1122794726.1,4764697081.19996,9799284299.39998,3130632950.0,850199999.999997,3103506816.1,512971087.499998,68011586.9999999,116684473630.8,3454083188.55,2596740000.0,4558398686.49999,689723999.999999,6913958175.3,1154918656.3,814717569.749998,3497594880.0,2754068348.2,488835278772.749,1042726694.0,1803782190.0,390910000.0
2005-02-14,990239390.399999,4561510413.59999,7649455543.79999,62200806569.9998,22180821837.35,440421670.6729279,33087731880.0,264949519.6,1098561746.4,4784852314.2,10058828016.6,3754009350.0,841199999.999998,3013604385.7,531771074.999998,63985160.9999996,116136810447.0,3287157235.2,2530635000.0,4638656600.09997,657861749.999999,6919791508.5,1191147933.2,782786275.949999,3536971776.0,2729888210.4,499941177693.747,1028816538.0,1792606340.0,387887500.0
2005-02-15,982886127.599996,4421352272.39998,7593586811.99997,61599620085.0,22099595283.15,1211755871.05,33839895040.0,256704202.6,1163183025.6,4752603941.39997,10650346255.8,3566079700.0,815099999.999998,3058555600.9,512433944.999999,64072691.9999997,114139450600.2,3235795403.4,2488260000.0,4650569884.15,625062374.999998,6991249840.19997,1166405988.0,773864296.799997,3586385920.0,2723966544.0,496496943218.25,987621075.999998,1750585144.0,78983906.44604734
2005-02-16,963277426.799996,4266632246.4,7708744810.19998,59517462014.9999,22296689127.9,408602891.43806636,33616480240.0,245160758.8,1128179832.7,4702215858.89998,10556789799.6,3300228000.0,844499999.999998,3084777143.1,509748232.499997,64422815.9999996,114332743488.6,3094550365.95,2440800000.0,4577836149.95,594137250.0,7096249837.79997,1185846087.8,767759784.749996,3586385920.0,2690410434.4,497049388480.85,953380691.999998,1754161416.0,894987179.5983666
2005-02-17,921608937.599999,4357644026.4,7742950156.19998,59972017649.9998,22131847003.2,1186650113.6,32804739800.0,244061383.2,1107985682.95,4873535339.39996,10580933401.2,3368982750.0,837899999.999996,3039825927.9,494708242.499998,61709354.9999999,113044124232.6,3094550365.95,2712000000.0,4621727196.44997,578206124.999996,7126874837.09996,1161104142.6,773394718.949998,3609548800.0,2647971825.2,490265530763.797,994041147.999998,1767572436.0,380835000.0
2005-02-18,1007397003.6,4210204942.8,7569643069.79996,59796060629.9998,22099595283.15,1160623043.95,32767504000.0,245160758.8,1142988875.85,4764697081.19996,10589987251.8,3313978950.0,832199999.999998,2993001745.4,526936792.499998,64247753.9999998,112432030086.0,3094550365.95,2723865000.0,4511999580.2,606319875.0,7121770670.54996,1166405988.0,763533584.099999,3483697152.0,2684488768.0,485637061045.499,978525973.999996,1874860596.0,379323750.0
2005-02-21,1107891595.2,4084608686.4,7700763562.8,58388404469.9999,22082872169.05,1165229604.95,31590852720.0,240763256.4,1120102172.8,4673998532.69999,10629220604.4,3171885800.0,805799999.999999,3021096254.9,525862507.499996,61884416.9999999,111916582383.6,3043188534.15,2679795000.0,4366532111.8,636307875.0,7088229004.64999,1165522347.1,753672449.249996,3451269120.0,2686462656.8,477509514732.249,983876033.999996,1881119072.0,373782500.0
